target_intended_observed,model_intended_observed,model,bootstrap,subset,f1_score,f1_score_anger,f1_score_disgust,f1_score_fear,f1_score_happy,f1_score_neutral,f1_score_sad,recall,recall_anger,recall_disgust,recall_fear,recall_happy,recall_neutral,recall_sad
intended,observed,cnn_lstm_attention_multitask,93,male,0.32804,0.63662,0.36078,0.27660,0.21311,0.36758,0.11354,0.36181,0.59162,0.26286,0.18310,0.12440,0.94152,0.06736
intended,observed,cnn_lstm_attention_multitask,93,female,0.36595,0.69231,0.23009,0.33577,0.30222,0.41713,0.21818,0.38750,0.65455,0.15205,0.25414,0.20238,0.92073,0.14118
intended,observed,cnn_lstm_attention_multitask,93,cauc,0.34894,0.65854,0.28302,0.30688,0.28923,0.39413,0.16181,0.37085,0.61086,0.19313,0.22053,0.18217,0.91880,0.09960
intended,observed,cnn_lstm_attention_multitask,93,non-cauc,0.33951,0.66926,0.33129,0.30337,0.18056,0.38114,0.17143,0.37648,0.63704,0.23894,0.20611,0.10924,0.96040,0.10714
observed,observed,cnn_lstm_attention_multitask,94,male,0.40223,0.71390,0.27473,0.23684,0.30769,0.84746,0.03279,0.37124,0.73184,0.21008,0.14876,0.25532,0.86326,0.01818
observed,observed,cnn_lstm_attention_multitask,94,female,0.46275,0.69939,0.24324,0.36458,0.49296,0.77490,0.20144,0.42095,0.63687,0.19149,0.24306,0.48611,0.82384,0.14433
observed,observed,cnn_lstm_attention_multitask,94,cauc,0.44122,0.72609,0.19704,0.27966,0.44000,0.81532,0.18919,0.40248,0.71674,0.14493,0.18132,0.39286,0.85176,0.12727
observed,observed,cnn_lstm_attention_multitask,94,non-cauc,0.44248,0.66953,0.36220,0.37037,0.40000,0.81432,0.03846,0.40505,0.62400,0.30667,0.24096,0.40000,0.83486,0.02381
intended,observed,cnn_lstm_attention_multitask,94,male,0.28350,0.72165,0.28897,0.14530,0.16143,0.35153,0.03209,0.34330,0.70000,0.19000,0.08374,0.09375,0.97576,0.01657
intended,observed,cnn_lstm_attention_multitask,94,female,0.35545,0.64307,0.28689,0.23482,0.40000,0.34974,0.21818,0.38187,0.56771,0.18421,0.14573,0.28750,0.97122,0.13483
intended,observed,cnn_lstm_attention_multitask,94,cauc,0.32014,0.69939,0.24699,0.17778,0.28571,0.34077,0.17021,0.36239,0.65267,0.15356,0.10728,0.18298,0.97949,0.09836
intended,observed,cnn_lstm_attention_multitask,94,non-cauc,0.32212,0.65546,0.36571,0.21687,0.27632,0.37037,0.04800,0.35945,0.60000,0.26016,0.12766,0.17949,0.96330,0.02609
observed,observed,cnn_lstm_attention_multitask,95,male,0.40077,0.62136,0.32039,0.39378,0.19178,0.84994,0.02740,0.36328,0.58182,0.23239,0.32203,0.11667,0.91250,0.01429
observed,observed,cnn_lstm_attention_multitask,95,female,0.43258,0.62706,0.21951,0.41004,0.42105,0.79012,0.12766,0.40981,0.57576,0.16514,0.41525,0.33735,0.88428,0.08108
observed,observed,cnn_lstm_attention_multitask,95,cauc,0.43146,0.62211,0.27049,0.40498,0.36232,0.82075,0.10811,0.39762,0.57346,0.19527,0.39157,0.26042,0.90104,0.06400
observed,observed,cnn_lstm_attention_multitask,95,non-cauc,0.41520,0.62780,0.28571,0.39640,0.29412,0.82655,0.06061,0.37803,0.58824,0.21951,0.31429,0.21277,0.89767,0.03571
intended,observed,cnn_lstm_attention_multitask,95,male,0.25927,0.59190,0.27491,0.25092,0.09783,0.33065,0.00943,0.32196,0.53672,0.17621,0.17347,0.05263,0.98795,0.00478
intended,observed,cnn_lstm_attention_multitask,95,female,0.32836,0.62222,0.20800,0.34323,0.31667,0.32908,0.15094,0.37221,0.55367,0.13333,0.28571,0.20000,0.97260,0.08791
intended,observed,cnn_lstm_attention_multitask,95,cauc,0.29964,0.60741,0.23333,0.31731,0.21908,0.33013,0.09059,0.35094,0.54185,0.14737,0.25287,0.12863,0.98565,0.04924
intended,observed,cnn_lstm_attention_multitask,95,non-cauc,0.28988,0.60606,0.26519,0.25316,0.22695,0.32949,0.05839,0.33883,0.55118,0.17518,0.17094,0.13333,0.97087,0.03150
observed,observed,cnn_lstm_attention_multitask,96,male,0.44574,0.67513,0.29744,0.44550,0.35821,0.84485,0.05333,0.41568,0.74719,0.22835,0.38211,0.24490,0.86170,0.02985
observed,observed,cnn_lstm_attention_multitask,96,female,0.45168,0.69538,0.25352,0.41803,0.31579,0.80511,0.22222,0.41408,0.67262,0.18182,0.43590,0.21649,0.82548,0.15217
observed,observed,cnn_lstm_attention_multitask,96,cauc,0.43973,0.69316,0.22335,0.44025,0.28571,0.82691,0.16901,0.40754,0.70089,0.15942,0.43210,0.19048,0.85522,0.10714
observed,observed,cnn_lstm_attention_multitask,96,non-cauc,0.47218,0.66917,0.35714,0.40876,0.43333,0.82910,0.13559,0.43366,0.72951,0.28409,0.35897,0.31707,0.82719,0.08511
intended,observed,cnn_lstm_attention_multitask,96,male,0.28663,0.67952,0.27586,0.28956,0.12500,0.31523,0.03463,0.35490,0.70854,0.18653,0.20574,0.06796,0.94268,0.01794
intended,observed,cnn_lstm_attention_multitask,96,female,0.35677,0.65889,0.25571,0.40000,0.26364,0.40156,0.16080,0.38429,0.60753,0.15909,0.35119,0.15761,0.93333,0.09697
intended,observed,cnn_lstm_attention_multitask,96,cauc,0.30972,0.67641,0.20598,0.34158,0.18182,0.36410,0.08844,0.35758,0.64800,0.12810,0.27823,0.10305,0.93886,0.04924
intended,observed,cnn_lstm_attention_multitask,96,non-cauc,0.33856,0.65950,0.36872,0.35106,0.21769,0.33143,0.10294,0.38568,0.68148,0.25984,0.25581,0.12500,0.93548,0.05645
observed,observed,cnn_lstm_attention_multitask,97,male,0.42691,0.62614,0.35789,0.42574,0.21918,0.84681,0.08571,0.38310,0.58192,0.29565,0.34677,0.13559,0.88950,0.04918
observed,observed,cnn_lstm_attention_multitask,97,female,0.45154,0.68852,0.25316,0.45022,0.40000,0.78202,0.13534,0.41346,0.69536,0.18018,0.44068,0.27632,0.79346,0.09474
observed,observed,cnn_lstm_attention_multitask,97,cauc,0.44644,0.69194,0.28571,0.43854,0.32203,0.81626,0.12414,0.40240,0.66972,0.21233,0.40244,0.20213,0.84447,0.08333
observed,observed,cnn_lstm_attention_multitask,97,non-cauc,0.43921,0.58491,0.35115,0.43939,0.33333,0.82301,0.10345,0.39677,0.56364,0.28750,0.37179,0.24390,0.85126,0.06250
intended,observed,cnn_lstm_attention_multitask,97,male,0.26801,0.59639,0.25279,0.24727,0.10959,0.36140,0.04061,0.32867,0.55000,0.17526,0.17259,0.05854,0.99435,0.02128
intended,observed,cnn_lstm_attention_multitask,97,female,0.32272,0.64024,0.20814,0.30612,0.23301,0.40316,0.14563,0.35991,0.60345,0.13218,0.24862,0.13559,0.95031,0.08929
intended,observed,cnn_lstm_attention_multitask,97,cauc,0.29171,0.63014,0.20988,0.28061,0.15972,0.37217,0.09774,0.34128,0.58974,0.13439,0.21569,0.08712,0.96396,0.05677
intended,observed,cnn_lstm_attention_multitask,97,non-cauc,0.30246,0.59459,0.27711,0.27119,0.18978,0.39451,0.08759,0.34899,0.55000,0.20000,0.19512,0.11017,0.99138,0.04724
observed,observed,cnn_lstm_attention_multitask,98,male,0.42342,0.64756,0.30612,0.26415,0.31579,0.84689,0.16000,0.36713,0.58247,0.22901,0.20192,0.20339,0.88251,0.10345
observed,observed,cnn_lstm_attention_multitask,98,female,0.46072,0.67949,0.21795,0.43396,0.46269,0.76644,0.20382,0.40840,0.63473,0.16505,0.34328,0.34444,0.79964,0.16327
observed,observed,cnn_lstm_attention_multitask,98,cauc,0.45667,0.68736,0.21596,0.38434,0.44444,0.81250,0.19540,0.40267,0.64315,0.15232,0.31395,0.32000,0.84493,0.14167
observed,observed,cnn_lstm_attention_multitask,98,non-cauc,0.42708,0.60952,0.34532,0.28889,0.33333,0.81299,0.17241,0.37249,0.53333,0.28916,0.19697,0.22449,0.85211,0.13889
intended,observed,cnn_lstm_attention_multitask,98,male,0.26963,0.66851,0.21887,0.18803,0.09821,0.37413,0.07000,0.31966,0.58454,0.14500,0.12291,0.05314,0.97409,0.03825
intended,observed,cnn_lstm_attention_multitask,98,female,0.35892,0.67665,0.23868,0.29839,0.31034,0.38513,0.24434,0.38110,0.59788,0.15263,0.21765,0.19149,0.96026,0.16667
intended,observed,cnn_lstm_attention_multitask,98,cauc,0.32293,0.69915,0.18018,0.27729,0.22508,0.38136,0.17450,0.35802,0.62977,0.11070,0.20435,0.13109,0.96567,0.10656
intended,observed,cnn_lstm_attention_multitask,98,non-cauc,0.29553,0.61607,0.32000,0.16783,0.16552,0.37370,0.13008,0.33283,0.51493,0.23529,0.10084,0.09375,0.97297,0.07921
observed,observed,cnn_lstm_attention_multitask,99,male,0.43230,0.63343,0.39024,0.32258,0.27778,0.84154,0.12821,0.39167,0.60674,0.34783,0.24793,0.19231,0.85521,0.10000
observed,observed,cnn_lstm_attention_multitask,99,female,0.46299,0.72000,0.28000,0.40329,0.41176,0.77498,0.18792,0.42803,0.69677,0.20192,0.37405,0.37838,0.78246,0.13462
observed,observed,cnn_lstm_attention_multitask,99,cauc,0.45930,0.70673,0.28169,0.40273,0.38168,0.81839,0.16456,0.42032,0.70673,0.21583,0.33908,0.31250,0.82400,0.12381
observed,observed,cnn_lstm_attention_multitask,99,non-cauc,0.44283,0.61333,0.43662,0.29412,0.33766,0.80135,0.17391,0.40392,0.55200,0.38750,0.25641,0.28261,0.82258,0.12245
intended,observed,cnn_lstm_attention_multitask,99,male,0.29639,0.70986,0.33333,0.19188,0.12381,0.34015,0.07930,0.34878,0.65625,0.24479,0.12621,0.06842,0.95181,0.04523
intended,observed,cnn_lstm_attention_multitask,99,female,0.36828,0.69231,0.24528,0.32028,0.33191,0.42318,0.19672,0.39847,0.64671,0.15663,0.26627,0.22543,0.97516,0.12060
intended,observed,cnn_lstm_attention_multitask,99,cauc,0.33108,0.72523,0.24920,0.27322,0.21233,0.36976,0.15674,0.37209,0.68220,0.16318,0.20243,0.12863,0.96209,0.09398
intended,observed,cnn_lstm_attention_multitask,99,non-cauc,0.33782,0.65471,0.37569,0.22581,0.27451,0.39092,0.10526,0.37359,0.59350,0.28571,0.16406,0.17213,0.96552,0.06061
observed,observed,svm,0,male,0.35027,0.64674,0.21229,0.30488,0.08824,0.82480,0.02469,0.32235,0.61658,0.14286,0.25773,0.05085,0.85118,0.01493
observed,observed,svm,0,female,0.34558,0.60811,0.10687,0.27317,0.19469,0.71799,0.17266,0.29880,0.50000,0.07692,0.21374,0.12360,0.77138,0.10714
observed,observed,svm,0,cauc,0.36591,0.65566,0.15152,0.28571,0.16393,0.77815,0.16049,0.32600,0.59914,0.10274,0.22353,0.09901,0.83235,0.09924
observed,observed,svm,0,non-cauc,0.33073,0.58333,0.19643,0.29126,0.13559,0.77778,0.00000,0.29443,0.49645,0.14103,0.25862,0.08511,0.78537,0.00000
intended,observed,svm,0,male,0.23668,0.59574,0.17037,0.23770,0.04854,0.31001,0.05769,0.29302,0.55721,0.10268,0.16384,0.02538,0.87805,0.03093
intended,observed,svm,0,female,0.25428,0.56209,0.10256,0.24691,0.14583,0.35188,0.11640,0.28678,0.45263,0.06186,0.17751,0.08333,0.87742,0.06790
intended,observed,svm,0,cauc,0.24199,0.57650,0.12085,0.23145,0.10566,0.31749,0.10000,0.28783,0.50193,0.07168,0.16183,0.05738,0.87793,0.05622
intended,observed,svm,0,non-cauc,0.25171,0.58874,0.17341,0.26667,0.07519,0.35496,0.05128,0.29338,0.51515,0.10791,0.19048,0.04132,0.87736,0.02804
observed,observed,svm,1,male,0.34447,0.65680,0.22754,0.26966,0.05797,0.80077,0.05405,0.31388,0.61326,0.15574,0.23529,0.03390,0.80804,0.03704
observed,observed,svm,1,female,0.38421,0.65217,0.14493,0.32584,0.27451,0.75065,0.15714,0.33733,0.61224,0.09091,0.23967,0.20000,0.77838,0.10280
observed,observed,svm,1,cauc,0.37221,0.65316,0.15789,0.29630,0.20513,0.78921,0.13158,0.33127,0.60563,0.10135,0.25532,0.13636,0.80562,0.08333
observed,observed,svm,1,non-cauc,0.36773,0.65753,0.24348,0.30088,0.14815,0.75955,0.09677,0.32434,0.62609,0.16667,0.20732,0.09756,0.77523,0.07317
intended,observed,svm,1,male,0.23031,0.61918,0.14173,0.23704,0.02752,0.31092,0.04545,0.28667,0.54327,0.08612,0.16495,0.01442,0.88623,0.02500
intended,observed,svm,1,female,0.28663,0.66885,0.08333,0.25974,0.21858,0.34641,0.14286,0.31869,0.57955,0.04787,0.17241,0.13245,0.89510,0.08475
intended,observed,svm,1,cauc,0.25229,0.63326,0.08946,0.24855,0.12830,0.32389,0.09028,0.29884,0.54086,0.05166,0.17623,0.07203,0.90148,0.05078
intended,observed,svm,1,non-cauc,0.26453,0.65801,0.16561,0.24516,0.08824,0.33155,0.09859,0.30510,0.59843,0.10317,0.15323,0.04878,0.86916,0.05785
observed,observed,svm,10,male,0.34068,0.63529,0.20652,0.28221,0.03509,0.79801,0.08696,0.30251,0.57447,0.14961,0.20354,0.02222,0.81069,0.05455
observed,observed,svm,10,female,0.33920,0.61783,0.11268,0.31156,0.18803,0.72120,0.08392,0.30069,0.57059,0.08247,0.22628,0.12941,0.74227,0.05310
observed,observed,svm,10,cauc,0.35001,0.63721,0.15741,0.27642,0.16923,0.75978,0.10000,0.30969,0.58798,0.11111,0.20988,0.11579,0.77185,0.06154
observed,observed,svm,10,non-cauc,0.33112,0.60714,0.18182,0.34483,0.04545,0.76904,0.03846,0.29391,0.54400,0.14085,0.22727,0.02857,0.79644,0.02632
intended,observed,svm,10,male,0.23947,0.65546,0.16923,0.18776,0.04469,0.34842,0.03125,0.29062,0.57073,0.10837,0.11795,0.02395,0.90588,0.01685
intended,observed,svm,10,female,0.27906,0.66458,0.13825,0.25856,0.18009,0.33679,0.09607,0.30947,0.60571,0.08721,0.16915,0.10615,0.83333,0.05528
intended,observed,svm,10,cauc,0.26743,0.68889,0.13665,0.22034,0.13383,0.34798,0.07692,0.30443,0.61265,0.08494,0.14444,0.07692,0.86463,0.04297
intended,observed,svm,10,non-cauc,0.24804,0.60177,0.19355,0.23377,0.08264,0.33205,0.04444,0.29394,0.53543,0.12931,0.14286,0.04464,0.88660,0.02479
observed,observed,svm,11,male,0.33992,0.59884,0.19048,0.29897,0.06780,0.81115,0.07229,0.30456,0.55376,0.13333,0.22835,0.03922,0.82794,0.04478
observed,observed,svm,11,female,0.38595,0.65873,0.21739,0.32941,0.23077,0.74199,0.13740,0.33401,0.62406,0.15625,0.23932,0.15584,0.73675,0.09184
observed,observed,svm,11,cauc,0.37539,0.64122,0.21675,0.27755,0.19643,0.78200,0.13836,0.33060,0.62376,0.15278,0.19767,0.12644,0.78970,0.09322
observed,observed,svm,11,non-cauc,0.34828,0.59113,0.17476,0.38655,0.11765,0.78322,0.03636,0.30674,0.51282,0.12500,0.31944,0.07317,0.78873,0.02128
intended,observed,svm,11,male,0.22977,0.56583,0.14286,0.20906,0.05882,0.31869,0.08333,0.28387,0.50754,0.08716,0.13636,0.03061,0.89655,0.04500
intended,observed,svm,11,female,0.28703,0.61151,0.15686,0.24370,0.19289,0.35724,0.16000,0.30463,0.53459,0.09877,0.15676,0.11176,0.83007,0.09581
intended,observed,svm,11,cauc,0.26081,0.59624,0.15625,0.20000,0.12950,0.33851,0.14433,0.29702,0.54043,0.09579,0.12734,0.07115,0.86344,0.08400
intended,observed,svm,11,non-cauc,0.24551,0.56459,0.13333,0.27027,0.11382,0.32707,0.06400,0.28517,0.47967,0.08403,0.18116,0.06195,0.87000,0.03419
observed,observed,svm,12,male,0.33015,0.58219,0.19318,0.25000,0.10256,0.80697,0.04598,0.29161,0.51515,0.13600,0.18045,0.05797,0.83149,0.02857
observed,observed,svm,12,female,0.37903,0.67797,0.20741,0.27174,0.22642,0.74249,0.14815,0.33848,0.65789,0.14583,0.20000,0.13953,0.78011,0.10753
observed,observed,svm,12,cauc,0.37338,0.65327,0.18785,0.26718,0.21138,0.78395,0.13665,0.32764,0.60185,0.13178,0.20231,0.12500,0.80756,0.09735
observed,observed,svm,12,non-cauc,0.32414,0.58201,0.21538,0.24561,0.09836,0.77069,0.03279,0.29254,0.54455,0.15217,0.16471,0.05882,0.81500,0.02000
intended,observed,svm,12,male,0.25426,0.59627,0.21667,0.21481,0.06316,0.35812,0.07656,0.29276,0.49231,0.13757,0.13744,0.03315,0.91444,0.04167
intended,observed,svm,12,female,0.28111,0.64577,0.14634,0.24670,0.16216,0.33752,0.14815,0.31388,0.58523,0.09036,0.16667,0.09091,0.85816,0.09195
intended,observed,svm,12,cauc,0.27303,0.65429,0.13058,0.23214,0.12598,0.35085,0.14433,0.30562,0.56627,0.07950,0.15789,0.06809,0.87556,0.08642
intended,observed,svm,12,non-cauc,0.25587,0.55238,0.28571,0.22360,0.08264,0.34608,0.04478,0.29887,0.47541,0.18966,0.13636,0.04505,0.92233,0.02439
observed,observed,svm,13,male,0.33931,0.65507,0.20000,0.25581,0.08451,0.81063,0.02985,0.30841,0.61749,0.14876,0.20000,0.04839,0.81660,0.01923
observed,observed,svm,13,female,0.39074,0.69079,0.17834,0.31472,0.22222,0.74787,0.19048,0.33846,0.62500,0.13208,0.23846,0.14607,0.74915,0.14000
observed,observed,svm,13,cauc,0.38747,0.70192,0.18349,0.29740,0.18898,0.78639,0.16667,0.34043,0.64602,0.13514,0.23392,0.12000,0.79213,0.11538
observed,observed,svm,13,non-cauc,0.34552,0.61803,0.20168,0.26000,0.13115,0.77652,0.08571,0.30563,0.57600,0.15190,0.18841,0.07843,0.77652,0.06250
intended,observed,svm,13,male,0.23197,0.59843,0.20408,0.16733,0.04000,0.35368,0.02830,0.27954,0.52055,0.13441,0.11111,0.02094,0.87500,0.01523
intended,observed,svm,13,female,0.28795,0.64396,0.15451,0.22785,0.18519,0.37981,0.13636,0.31227,0.55615,0.09890,0.15882,0.10638,0.86667,0.08671
intended,observed,svm,13,cauc,0.27400,0.65359,0.16149,0.21574,0.13483,0.37347,0.10490,0.30474,0.55762,0.10317,0.15102,0.07500,0.88066,0.06098
intended,observed,svm,13,non-cauc,0.23245,0.55510,0.21795,0.15172,0.08054,0.34829,0.04110,0.27627,0.49635,0.14655,0.09649,0.04317,0.85088,0.02419
observed,observed,svm,14,male,0.35983,0.64478,0.19883,0.23841,0.14925,0.82242,0.10526,0.31726,0.58378,0.14530,0.16981,0.08772,0.84915,0.06780
observed,observed,svm,14,female,0.38114,0.62548,0.17910,0.27619,0.23140,0.75404,0.22059,0.32606,0.53642,0.11650,0.19728,0.16279,0.78546,0.15789
observed,observed,svm,14,cauc,0.37892,0.64380,0.14778,0.28000,0.21538,0.80021,0.18634,0.33091,0.57277,0.09868,0.20833,0.14433,0.83315,0.12821
observed,observed,svm,14,non-cauc,0.37036,0.62326,0.27451,0.21622,0.17241,0.77890,0.15686,0.31802,0.54472,0.20588,0.14118,0.10870,0.79954,0.10811
intended,observed,svm,14,male,0.23223,0.57307,0.18254,0.15833,0.05505,0.32303,0.10138,0.28007,0.50251,0.11616,0.09744,0.02885,0.88043,0.05500
intended,observed,svm,14,female,0.28428,0.59559,0.11483,0.23437,0.20896,0.39119,0.16071,0.31325,0.49390,0.06742,0.15544,0.12651,0.93789,0.09836
intended,observed,svm,14,cauc,0.26548,0.58680,0.13115,0.23284,0.14545,0.36842,0.12821,0.30097,0.49383,0.07874,0.15415,0.08264,0.92181,0.07463
intended,observed,svm,14,non-cauc,0.24120,0.57547,0.19231,0.12422,0.09722,0.31843,0.13953,0.28487,0.50833,0.12295,0.07407,0.05303,0.87255,0.07826
observed,observed,svm,15,male,0.34384,0.65193,0.22798,0.27429,0.03509,0.82249,0.05128,0.31623,0.64130,0.16794,0.19672,0.02128,0.83840,0.03175
observed,observed,svm,15,female,0.35357,0.60927,0.19580,0.24468,0.18898,0.73455,0.14815,0.31332,0.53801,0.15054,0.18110,0.14634,0.76588,0.09804
observed,observed,svm,15,cauc,0.35521,0.65022,0.19048,0.24409,0.13740,0.78986,0.11921,0.32155,0.61702,0.13423,0.18235,0.10112,0.81893,0.07563
observed,observed,svm,15,non-cauc,0.36056,0.59633,0.25397,0.29358,0.15094,0.77176,0.09677,0.31759,0.54167,0.21333,0.20253,0.10000,0.78282,0.06522
intended,observed,svm,15,male,0.26081,0.62500,0.26667,0.20800,0.04854,0.34698,0.06965,0.31143,0.58252,0.17617,0.13198,0.02551,0.91477,0.03763
intended,observed,svm,15,female,0.27122,0.61635,0.14545,0.22881,0.19266,0.30811,0.13592,0.29627,0.52406,0.09412,0.15429,0.12139,0.80282,0.08092
intended,observed,svm,15,cauc,0.26896,0.64286,0.18667,0.20795,0.13937,0.34236,0.09455,0.30614,0.57736,0.11715,0.13992,0.08163,0.86726,0.05350
intended,observed,svm,15,non-cauc,0.26276,0.57522,0.25143,0.23899,0.08759,0.30210,0.12121,0.30143,0.50781,0.17742,0.14729,0.04839,0.85870,0.06897
observed,observed,svm,16,male,0.35460,0.61190,0.26966,0.27545,0.11111,0.81070,0.04878,0.31297,0.53731,0.21053,0.20721,0.06780,0.82900,0.02597
observed,observed,svm,16,female,0.35258,0.58209,0.23226,0.22581,0.22222,0.73373,0.11940,0.30578,0.51316,0.16667,0.16279,0.15385,0.76678,0.07143
observed,observed,svm,16,cauc,0.36360,0.62312,0.25837,0.27092,0.16667,0.77336,0.08917,0.31662,0.54386,0.19014,0.20118,0.11236,0.80070,0.05147
observed,observed,svm,16,non-cauc,0.34653,0.55605,0.24194,0.19608,0.20000,0.78339,0.10169,0.30168,0.49600,0.18750,0.14085,0.12500,0.80415,0.05660
intended,observed,svm,16,male,0.23495,0.58602,0.23256,0.20000,0.06604,0.32508,0.00000,0.28798,0.49545,0.15464,0.12745,0.03518,0.91515,0.00000
intended,observed,svm,16,female,0.25839,0.60274,0.15179,0.18182,0.19289,0.32021,0.10092,0.28800,0.50000,0.09605,0.12069,0.11377,0.84138,0.05612
intended,observed,svm,16,cauc,0.24637,0.59861,0.15924,0.20772,0.12500,0.31625,0.07143,0.28374,0.49425,0.10121,0.13725,0.07054,0.86058,0.03861
intended,observed,svm,16,non-cauc,0.24738,0.58369,0.26190,0.15584,0.13139,0.33631,0.01515,0.29670,0.50370,0.17742,0.09756,0.07200,0.92157,0.00794
observed,observed,svm,17,male,0.35173,0.62722,0.19767,0.33514,0.11765,0.80454,0.02817,0.31233,0.55789,0.14783,0.26724,0.06557,0.81818,0.01724
observed,observed,svm,17,female,0.34263,0.58419,0.17105,0.23158,0.18349,0.72251,0.16296,0.29702,0.53797,0.11818,0.16058,0.11364,0.74595,0.10577
observed,observed,svm,17,cauc,0.35469,0.60664,0.18000,0.26877,0.16260,0.77027,0.13986,0.30844,0.55652,0.12081,0.19883,0.09524,0.79075,0.08850
observed,observed,svm,17,non-cauc,0.34863,0.60870,0.19355,0.31148,0.14815,0.76640,0.06349,0.30585,0.53390,0.15789,0.23171,0.09091,0.77986,0.04082
intended,observed,svm,17,male,0.24075,0.61496,0.23629,0.16535,0.04762,0.35084,0.02941,0.28491,0.52113,0.15556,0.11351,0.02463,0.87895,0.01571
intended,observed,svm,17,female,0.24388,0.60667,0.10000,0.18103,0.10329,0.35106,0.12121,0.27884,0.54491,0.06180,0.11732,0.05729,0.81988,0.07186
intended,observed,svm,17,cauc,0.23863,0.61573,0.11930,0.15625,0.08276,0.36851,0.08922,0.28048,0.54150,0.07265,0.10504,0.04412,0.86939,0.05021
intended,observed,svm,17,non-cauc,0.24694,0.60185,0.25581,0.20482,0.06015,0.31387,0.04511,0.28220,0.51181,0.17742,0.13492,0.03252,0.81132,0.02521
observed,observed,svm,18,male,0.35295,0.62570,0.21053,0.28718,0.05882,0.81354,0.12195,0.31754,0.56281,0.16260,0.23932,0.03571,0.82282,0.08197
observed,observed,svm,18,female,0.36799,0.63636,0.17054,0.31088,0.19608,0.72952,0.16456,0.32768,0.57143,0.12222,0.22727,0.14493,0.79008,0.11017
observed,observed,svm,18,cauc,0.35006,0.61500,0.15789,0.29603,0.10811,0.76687,0.15642,0.31211,0.55656,0.11111,0.23295,0.07059,0.80000,0.10145
observed,observed,svm,18,non-cauc,0.39087,0.65766,0.24806,0.30631,0.20339,0.79863,0.13115,0.34957,0.58400,0.20513,0.23288,0.15000,0.82783,0.09756
intended,observed,svm,18,male,0.24132,0.60753,0.21245,0.20280,0.02857,0.32543,0.07111,0.29579,0.53052,0.14078,0.13942,0.01515,0.90964,0.03922
intended,observed,svm,18,female,0.26653,0.60000,0.11215,0.24896,0.18280,0.30481,0.15044,0.29753,0.51534,0.06857,0.16667,0.11111,0.83212,0.09140
intended,observed,svm,18,cauc,0.25276,0.59434,0.14557,0.22703,0.09449,0.32000,0.13514,0.29320,0.51429,0.08812,0.15613,0.05263,0.86957,0.07843
intended,observed,svm,18,non-cauc,0.25594,0.62281,0.21053,0.21656,0.11268,0.30853,0.06452,0.30372,0.54198,0.15000,0.14286,0.06504,0.88542,0.03704
observed,observed,svm,19,male,0.35345,0.60062,0.21965,0.25157,0.14085,0.79813,0.10989,0.30806,0.53297,0.15200,0.17857,0.08475,0.81943,0.08065
observed,observed,svm,19,female,0.34849,0.63043,0.17021,0.25381,0.17308,0.74956,0.11382,0.30052,0.54717,0.13187,0.18382,0.10843,0.75893,0.07292
observed,observed,svm,19,cauc,0.35670,0.61828,0.21675,0.21667,0.18182,0.77595,0.13072,0.30551,0.53488,0.15714,0.15476,0.11458,0.77993,0.09174
observed,observed,svm,19,non-cauc,0.34236,0.60793,0.16216,0.32759,0.11111,0.77982,0.06557,0.30514,0.54762,0.11842,0.23750,0.06522,0.82126,0.04082
intended,observed,svm,19,male,0.24431,0.55589,0.19087,0.18182,0.07767,0.32508,0.13453,0.29704,0.48421,0.11917,0.11060,0.04124,0.94969,0.07732
intended,observed,svm,19,female,0.24862,0.54054,0.13208,0.20833,0.13065,0.36612,0.11399,0.27674,0.44693,0.08642,0.13966,0.07303,0.84810,0.06627
intended,observed,svm,19,cauc,0.24794,0.54637,0.14618,0.17523,0.12274,0.35027,0.14685,0.28376,0.45041,0.09244,0.11197,0.06746,0.89352,0.08678
intended,observed,svm,19,non-cauc,0.24163,0.55263,0.19737,0.23121,0.06250,0.32916,0.07692,0.29281,0.49606,0.12821,0.14599,0.03333,0.91089,0.04237
observed,observed,svm,2,male,0.34508,0.66282,0.21762,0.19108,0.06897,0.81506,0.11494,0.30505,0.59896,0.15328,0.13393,0.04255,0.83014,0.07143
observed,observed,svm,2,female,0.36138,0.59722,0.13139,0.29213,0.27027,0.73666,0.14062,0.31429,0.52761,0.08654,0.20155,0.21127,0.76407,0.09474
observed,observed,svm,2,cauc,0.36327,0.65385,0.12000,0.24561,0.26316,0.77539,0.12162,0.31639,0.58369,0.07843,0.17500,0.18293,0.80000,0.07826
observed,observed,svm,2,non-cauc,0.35452,0.59361,0.27692,0.24299,0.07273,0.79162,0.14925,0.30972,0.53279,0.20455,0.16049,0.05556,0.80493,0.10000
intended,observed,svm,2,male,0.23914,0.63562,0.21887,0.14063,0.05376,0.32829,0.05769,0.28931,0.55238,0.13876,0.08531,0.02857,0.89941,0.03141
intended,observed,svm,2,female,0.25490,0.58586,0.10280,0.18103,0.20096,0.33693,0.12183,0.28535,0.50581,0.06077,0.11475,0.12426,0.83333,0.07317
intended,observed,svm,2,cauc,0.24351,0.61991,0.11184,0.15335,0.14981,0.33455,0.09160,0.28308,0.52896,0.06615,0.09796,0.08511,0.86792,0.05240
intended,observed,svm,2,non-cauc,0.25657,0.60000,0.26286,0.17143,0.09375,0.32746,0.08392,0.29700,0.53659,0.17293,0.10067,0.05505,0.86916,0.04762
